started_at_utc,ended_at_utc,status,label,exit_code,duration_sec
2026-02-19T10:31:37Z,2026-02-19T10:31:37Z,OK,rest_matrix,0,0
2026-02-19T10:31:37Z,2026-02-19T10:31:38Z,OK,ws_repeat_r01,0,1
2026-02-19T10:31:38Z,2026-02-19T10:31:38Z,OK,ops_repeat_r01,0,0
2026-02-19T10:31:38Z,2026-02-19T10:31:38Z,OK,soak,0,0
