started_at_utc,ended_at_utc,status,label,exit_code,duration_sec
2026-02-19T09:51:59Z,2026-02-19T09:51:59Z,OK,rest_matrix,0,0
2026-02-19T09:52:00Z,2026-02-19T09:52:00Z,OK,ws_repeat_r01,0,0
2026-02-19T09:52:00Z,2026-02-19T09:52:00Z,OK,ops_repeat_r01,0,0
2026-02-19T09:52:00Z,2026-02-19T09:52:00Z,OK,soak,0,0
