timestamp_utc,scenario,repeat,status,exit_code,output_file,attendees,read_requests,write_requests,read_concurrency,write_concurrency
2026-02-18T14:36:17Z,u3,1,OK,0,/Users/jaichang/Documents/GitHub/open-codelabs/backend/bench-results/all-20260218-233617/rest/u3-r01.json,3,12,8,3,2
